USD|RP|13/12/2011|9090.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|14/12/2011|11841.1|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|14/12/2011|9090.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|15/12/2011|11864.08|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|15/12/2011|9135.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|16/12/2011|11775.33|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|16/12/2011|9035.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|17/12/2011|11775.33|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|17/12/2011|9035.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|18/12/2011|11775.33|12094.83|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|18/12/2011|9035.0|9039.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|19/12/2011|11833.04|11867.61|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|19/12/2011|9088.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|20/12/2011|11848.6|11867.61|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|20/12/2011|9115.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|21/12/2011|11948.95|11867.61|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
USD|RP|21/12/2011|9105.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|21/12/2011|zizah|21/12/2011|
EUR|RP|22/12/2011|11833.46|11867.61|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|22/12/2011|9073.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|23/12/2011|11780.36|11867.61|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|23/12/2011|9015.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|24/12/2011|11780.36|11867.61|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|24/12/2011|9015.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|25/12/2011|11780.36|11867.61|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|25/12/2011|9015.0|9095.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|26/12/2011|11780.36|11840.49|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|26/12/2011|9015.0|9069.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|27/12/2011|11873.82|11840.49|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|27/12/2011|9090.0|9069.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|28/12/2011|11977.28|11840.49|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|28/12/2011|9165.0|9069.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|29/12/2011|11837.47|11840.49|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|29/12/2011|9160.0|9069.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|30/12/2011|11738.98|11840.49|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|30/12/2011|9068.0|9069.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|31/12/2011|11738.98|11840.49|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|31/12/2011|9068.0|9069.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|02/01/2012|11804.57|11811.89|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|02/01/2012|9125.0|9076.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|03/01/2012|11887.85|11811.89|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
USD|RP|03/01/2012|9160.0|9076.0|0.0|0.0|0.0|A|SCI|zizah|03/01/2012|zizah|03/01/2012|
EUR|RP|04/01/2012|11975.77|11811.89|0.0|0.0|0.0|A|SCI|zizah|04/01/2012|zizah|04/01/2012|
USD|RP|04/01/2012|9180.0|9076.0|0.0|0.0|0.0|A|SCI|zizah|04/01/2012|zizah|04/01/2012|
EUR|RP|05/01/2012|11843.65|11811.89|0.0|0.0|0.0|A|SCI|zizah|05/01/2012|zizah|05/01/2012|
USD|RP|05/01/2012|9163.0|9076.0|0.0|0.0|0.0|A|SCI|zizah|05/01/2012|zizah|05/01/2012|
EUR|RP|06/01/2012|11721.14|11811.89|0.0|0.0|0.0|A|SCI|zizah|06/01/2012|zizah|06/01/2012|
USD|RP|06/01/2012|9160.0|9076.0|0.0|0.0|0.0|A|SCI|zizah|06/01/2012|zizah|06/01/2012|
EUR|RP|07/01/2012|11721.14|11811.89|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
USD|RP|07/01/2012|9160.0|9076.0|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
EUR|RP|09/01/2012|11658.19|11806.04|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
USD|RP|09/01/2012|9188.0|9136.0|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
EUR|RP|10/01/2012|11737.48|11806.04|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
USD|RP|10/01/2012|9190.0|9136.0|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
EUR|RP|11/01/2012|11726.79|11806.04|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
USD|RP|11/01/2012|9200.0|9136.0|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
EUR|RP|12/01/2012|11717.88|11806.04|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
USD|RP|12/01/2012|9210.0|9136.0|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
EUR|RP|13/01/2012|11768.3|11806.04|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
USD|RP|13/01/2012|9180.0|9136.0|0.0|0.0|0.0|A|SCI|zizah|13/01/2012|zizah|13/01/2012|
EUR|RP|14/01/2012|11768.3|11806.04|0.0|0.0|0.0|A|SCI|zizah|14/01/2012|zizah|14/01/2012|
USD|RP|14/01/2012|9180.0|9136.0|0.0|0.0|0.0|A|SCI|zizah|14/01/2012|zizah|14/01/2012|
EUR|RP|16/01/2012|11604.54|11719.84|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
USD|RP|16/01/2012|9175.0|9177.0|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
EUR|RP|17/01/2012|11706.59|11719.84|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
USD|RP|17/01/2012|9208.0|9177.0|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
EUR|RP|18/01/2012|11702.36|11719.84|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
USD|RP|18/01/2012|9160.0|9177.0|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
EUR|RP|19/01/2012|11666.82|11719.84|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
USD|RP|19/01/2012|9075.0|9177.0|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
EUR|RP|20/01/2012|11604.79|11719.84|0.0|0.0|0.0|A|SCI|zizah|24/01/2012|zizah|24/01/2012|
