FAM1751|F0124|MFA01457|09/11/2007|MMEH1201|VIAL|09/11/2007|5.0|5.0|NONE|9839|TRI|08/11/2007| ||
FAM1751|F0124|MFA01457|09/11/2007|MMESM001|KG|09/11/2007|1.0|1.0|NONE|9840|TRI|08/11/2007| ||
FAM1752|F0006D|MFA01458|09/11/2007|MMEDP250|PACK|09/11/2007|6.0|6.0|NONE|9835|TRI|08/11/2007| ||
FAM1752|F0006D|MFA01458|09/11/2007|MMEH1201|VIAL|09/11/2007|4.0|4.0|NONE|9834|TRI|08/11/2007| ||
FAM1752|F0006D|MFA01458|09/11/2007|MMEHGM97|VIAL|09/11/2007|4.0|4.0|NONE|9833|TRI|08/11/2007| ||
FAM1752|F0006D|MFA01458|09/11/2007|MMESM001|KG|09/11/2007|2.0|2.0|NONE|9832|TRI|08/11/2007| ||
FAM1753|F0183|MFA01459|09/11/2007|MMEDP250|PACK|09/11/2007|6.0|6.0|NONE|9831|TRI|08/11/2007| ||
FAM1753|F0183|MFA01459|09/11/2007|MMEH1201|VIAL|09/11/2007|5.0|5.0|NONE|9830|TRI|08/11/2007| ||
FAM1753|F0183|MFA01459|09/11/2007|MMEHGM97|VIAL|09/11/2007|5.0|5.0|NONE|9829|TRI|08/11/2007| ||
FAM1753|F0183|MFA01459|09/11/2007|MMESM001|KG|09/11/2007|2.0|2.0|NONE|9828|TRI|08/11/2007| ||
FAM1754|F0126|MFA01460|09/11/2007|MMEDP250|PACK|09/11/2007|6.0|6.0|NONE|9827|TRI|08/11/2007| ||
FAM1754|F0126|MFA01460|09/11/2007|MMEH1201|VIAL|09/11/2007|4.0|4.0|NONE|9826|TRI|08/11/2007| ||
FAM1754|F0126|MFA01460|09/11/2007|MMEHGM97|VIAL|09/11/2007|4.0|4.0|NONE|9825|TRI|08/11/2007| ||
FAM1754|F0126|MFA01460|09/11/2007|MMESM001|KG|09/11/2007|2.0|2.0|NONE|9824|TRI|08/11/2007| ||
FAM1755|F0031|MFA01461|09/11/2007|MMEDP250|PACK|09/11/2007|4.0|4.0|NONE|9823|TRI|08/11/2007| ||
FAM1756|F0097A|MFA01462|09/11/2007|MMEDX250|PACK|09/11/2007|6.0|6.0|NONE|9822|TRI|08/11/2007| ||
FAM1756|F0097A|MFA01462|09/11/2007|MMEH1201|VIAL|09/11/2007|4.0|4.0|NONE|9821|TRI|08/11/2007| ||
FAM1756|F0097A|MFA01462|09/11/2007|MMEHGM97|VIAL|09/11/2007|4.0|4.0|NONE|9820|TRI|08/11/2007| ||
FAM1756|F0097A|MFA01462|09/11/2007|MMESM001|KG|09/11/2007|1.0|1.0|NONE|9819|TRI|08/11/2007| ||
FAM1757|F0077|MFA01463|09/11/2007|MMEDX250|PACK|09/11/2007|12.0|12.0|NONE|9818|TRI|08/11/2007| ||
FAM1757|F0077|MFA01463|09/11/2007|MMEH1201|VIAL|09/11/2007|10.0|10.0|NONE|9817|TRI|08/11/2007| ||
FAM1757|F0077|MFA01463|09/11/2007|MMEHGM97|VIAL|09/11/2007|10.0|10.0|NONE|9814|TRI|08/11/2007| ||
FAM1757|F0077|MFA01463|09/11/2007|MMESM001|KG|09/11/2007|5.0|5.0|NONE|9813|TRI|08/11/2007| ||
FAM1758|F0077A|MFA01464|09/11/2007|MMEDX250|PACK|09/11/2007|8.0|8.0|NONE|9816|TRI|08/11/2007| ||
FAM1758|F0077A|MFA01464|09/11/2007|MMEH1201|VIAL|09/11/2007|4.0|4.0|NONE|9815|TRI|08/11/2007| ||
FAM1758|F0077A|MFA01464|09/11/2007|MMEHGM97|VIAL|09/11/2007|4.0|4.0|NONE|9812|TRI|08/11/2007| ||
FAM1758|F0077A|MFA01464|09/11/2007|MMESM001|KG|09/11/2007|2.0|2.0|NONE|9811|TRI|08/11/2007| ||
FAM1759|F0097A|MFA01465|09/11/2007|MMESP001|PACK|09/11/2007|5.0|5.0|NONE|9810|TRI|08/11/2007| ||
FAM1760|F0077|MFA01466|09/11/2007|MMESP001|PACK|09/11/2007|10.0|10.0|NONE|9809|TRI|08/11/2007| ||
FAM1761|F0077A|MFA01467|09/11/2007|MMESP001|PACK|09/11/2007|5.0|5.0|NONE|9808|TRI|08/11/2007| ||
FAM1762|F0006D|MFA01468|09/11/2007|MMESP001|PACK|09/11/2007|10.0|10.0|NONE|9807|TRI|08/11/2007| ||
FAM1762|F0006D|MFA01468|09/11/2007|MMEVT100|PACK|09/11/2007|4.0|4.0|NONE|9806|TRI|08/11/2007| ||
FAM1763|F0124|MFA01469|09/11/2007|MMEVT100|PACK|09/11/2007|6.0|6.0|NONE|9805|TRI|08/11/2007| ||
FAM1764|F0183|MFA01470|09/11/2007|MMEVT100|PACK|09/11/2007|4.0|4.0|NONE|9804|TRI|08/11/2007| ||
FAM1765|F0126|MFA01471|09/11/2007|MMEVT100|PACK|09/11/2007|4.0|4.0|NONE|9803|TRI|08/11/2007| ||
FAM1766|F0124|MFA01472|09/11/2007|MROAV001|VIAL|09/11/2007|5.0|5.0|NONE|9802|TRI|08/11/2007| ||
FAM1766|F0124|MFA01472|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9801|TRI|08/11/2007| ||
FAM1767|F0097A|MFA01473|09/11/2007|MROAV001|VIAL|09/11/2007|4.0|4.0|NONE|9800|TRI|08/11/2007| ||
FAM1767|F0097A|MFA01473|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9799|TRI|08/11/2007| ||
FAM1767|F0097A|MFA01473|09/11/2007|MROGF300|BTL|09/11/2007|3.0|3.0|NONE|9798|TRI|08/11/2007| ||
FAM1768|F0006D|MFA01474|09/11/2007|MROAV001|VIAL|09/11/2007|4.0|4.0|NONE|9797|TRI|08/11/2007| ||
FAM1769|F0183|MFA01475|09/11/2007|MROAV001|VIAL|09/11/2007|5.0|5.0|NONE|9796|TRI|08/11/2007| ||
FAM1769|F0183|MFA01475|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9795|TRI|08/11/2007| ||
FAM1770|F0126|MFA01476|09/11/2007|MROAV001|VIAL|09/11/2007|4.0|4.0|NONE|9794|TRI|08/11/2007| ||
FAM1770|F0126|MFA01476|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9792|TRI|08/11/2007| ||
FAM1771|F0077|MFA01477|09/11/2007|MROGF001|KG|09/11/2007|4.0|4.0|NONE|9793|TRI|08/11/2007| ||
FAM1772|F0077A|MFA01478|09/11/2007|MROGF001|KG|09/11/2007|2.0|2.0|NONE|9791|TRI|08/11/2007| ||
FAM1773|F0031|MFA01479|09/11/2007|MROGF001|KG|09/11/2007|1.0|1.0|NONE|9790|TRI|08/11/2007| ||
FAM1774|F0078A|MFA01480|09/11/2007|MROIT001|LTR|09/11/2007|8.0|8.0|NONE|9789|TRI|08/11/2007| ||
FAM1775|F0009|MFA01481|09/11/2007|MROIT001|LTR|09/11/2007|5.0|5.0|NONE|9788|TRI|08/11/2007| ||
FAM1776|F0183|MFA01482|09/11/2007|MMCKT001|KG|09/11/2007|1.0|1.0|NONE|9785|TRI|08/11/2007| ||
FAM1777|F0110|MFA01483|09/11/2007|MROAV001|VIAL|09/11/2007|5.0|5.0|NONE|9699|TRI|08/11/2007| ||
FAM1778|F0121|MFA01484|09/11/2007|MROGF300|BTL|09/11/2007|1.0|1.0|NONE|9698|TRI|08/11/2007| ||
FAM1779|F0041|MFA01485|09/11/2007|MLGLU001|BTL|09/11/2007|6.0|6.0|NONE|9553|CHACHA|09/11/2007| ||
FAM1779|F0041|MFA01485|09/11/2007|MSIQN001|BTL|09/11/2007|2.0|2.0|NONE|9550|CHACHA|09/11/2007| ||
FAM1780|F0048|MFA01485|09/11/2007|MLGLU001|BTL|09/11/2007|2.0|2.0|NONE|9555|CHACHA|09/11/2007| ||
FAM1780|F0048|MFA01485|09/11/2007|MSIQN001|BTL|09/11/2007|2.0|2.0|NONE|9552|CHACHA|09/11/2007| ||
FAM1781|F0076|MFA01485|09/11/2007|MLGLU001|BTL|09/11/2007|6.0|6.0|NONE|9554|CHACHA|09/11/2007| ||
FAM1781|F0076|MFA01485|09/11/2007|MSIQN001|BTL|09/11/2007|2.0|2.0|NONE|9551|CHACHA|09/11/2007| ||
FAM1782|F0124|MFA01486|09/11/2007|MROIB001|VIAL|09/11/2007|5.0|5.0|NONE|10767|TRI|09/11/2007| ||
FAM1783|F0014|MFA01487|09/11/2007|MMSNS250|PACK|09/11/2007|16.0|16.0|NONE|9532|CHACHA|09/11/2007| ||
FAM1784|F0156|MFA01488|09/11/2007|MEKAA500|PACK|09/11/2007|4.0|4.0|NONE|9531|YADI|09/11/2007| ||
FAM1785|F0166|MFA01488|09/11/2007|MEKTM100|BKS|09/11/2007|20.0|20.0|NONE|9530|YADI|09/11/2007| ||
FAM1786|F0151|MFA01489|10/11/2007|MROIQ001|KG|10/11/2007|5.0|5.0|NONE|9529|TRI|10/11/2007| ||
FAM1787|F0163|MFA01490|10/11/2007|MROIQ001|KG|10/11/2007|1.0|1.0|NONE|9528|TRI|10/11/2007| ||
FAM1788|F0024|MFA01491|10/11/2007|MMDTR001|PACK|10/11/2007|1.0|1.0|NONE|9527|TRI|10/11/2007| ||
FAM1789|F0163|MFA01492|10/11/2007|MMEDP250|PACK|10/11/2007|4.0|4.0|NONE|10190|AING|10/11/2007| ||
FAM1790|F0006D|MFA01493|10/11/2007|MSIQN001|BTL|10/11/2007|1.0|1.0|NONE|9496|SEKA|10/11/2007| ||
FAM1791|F0077|MFA01493|10/11/2007|MSIQN001|BTL|10/11/2007|1.0|1.0|NONE|9498|SEKA|10/11/2007| ||
FAM1792|F0077A|MFA01493|10/11/2007|MSIQN001|BTL|10/11/2007|1.0|1.0|NONE|9497|SEKA|10/11/2007| ||
FAM1793|F0097A|MFA01493|10/11/2007|MSIQN001|BTL|10/11/2007|1.0|1.0|NONE|9499|SEKA|10/11/2007| ||
FAM1794|F0077A|MFA01494|10/11/2007|MLGLU001|BTL|10/11/2007|2.0|2.0|NONE|9494|SEKA|10/11/2007| ||
FAM1795|F0097A|MFA01494|10/11/2007|MLGLU001|BTL|10/11/2007|1.0|1.0|NONE|9492|SEKA|10/11/2007| ||
FAM1796|F0183|MFA01494|10/11/2007|MLGLU001|BTL|10/11/2007|2.0|2.0|NONE|9491|SEKA|10/11/2007| ||
FAM1796|F0183|MFA01494|10/11/2007|MSIQN001|BTL|10/11/2007|1.0|1.0|NONE|9495|SEKA|10/11/2007| ||
FAM1797|F0165|MFA01495|10/11/2007|MMEDP250|PACK|10/11/2007|30.0|30.0|NONE|9493|AING|10/11/2007| ||
FAM1798|F0062|MFA01496|10/11/2007|MEKTM100|BKS|10/11/2007|30.0|30.0|NONE|9490|AING|10/11/2007| ||
FAM1799|F0048|MFA01497|12/11/2007|MMSNS250|PACK|12/11/2007|8.0|8.0|NONE|9487|CHACHA|12/11/2007| ||
FAM1800|F0074|MFA01497|12/11/2007|MEKAA500|PACK|12/11/2007|6.0|6.0|NONE|9484|CHACHA|12/11/2007| ||
FAM1801|F0076|MFA01497|12/11/2007|MMSNS250|PACK|12/11/2007|16.0|16.0|NONE|9488|CHACHA|12/11/2007| ||
FAM1802|F0111|MFA01498|15/11/2007|MROGF300|BTL|15/11/2007|24.0|24.0|NONE|9483|TRI|12/11/2007| ||
FAM1803|K056|MFA01499|13/11/2007|MMEDP250|PACK|13/11/2007|7.0|7.0|NONE|9649|AING|13/11/2007| ||
FAM1804|F0110|MFA01500|14/11/2007|MFSAI250|BTL|14/11/2007|6.0|6.0|NONE|9648|TRI|13/11/2007| ||
FAM1805|F0070|MFA01501|14/11/2007|MFSAI250|BTL|14/11/2007|9.0|9.0|NONE|9647|TRI|13/11/2007| ||
FAM1806|F0115|MFA01502|14/11/2007|MMDAI500|BTL|14/11/2007|9.0|9.0|NONE|9473|SEKA|14/11/2007| ||
FAM1806|F0115|MFA01502|14/11/2007|MROGF300|BTL|14/11/2007|15.0|15.0|NONE|9474|SEKA|14/11/2007| ||
FAM1807|F0026|MFA01503|16/11/2007|MAUFM020|JRG|16/11/2007|2.0|2.0|NONE|9436|ACI|14/11/2007| ||
FAM1807|F0026|MFA01503|16/11/2007|MSIQN001|BTL|16/11/2007|2.0|2.0|NONE|9438|ACI|14/11/2007| ||
FAM1808|F0050|MFA01503|16/11/2007|MSIQN001|BTL|16/11/2007|1.0|1.0|NONE|9437|ACI|14/11/2007| ||
FAM1809|F0093|MFA01503|16/11/2007|MAUFM020|JRG|16/11/2007|1.0|1.0|NONE|9433|ACI|14/11/2007| ||
FAM1810|F0093A|MFA01503|16/11/2007|MAUFM020|JRG|16/11/2007|1.0|1.0|NONE|9434|ACI|14/11/2007| ||
FAM1811|F0018|MFA01504|16/11/2007|MAUFM020|JRG|16/11/2007|1.0|1.0|NONE|8715|ACI|14/11/2007| ||
FAM1812|F0093|MFA01504|16/11/2007|MLGLU005|BTL|16/11/2007|1.0|1.0|NONE|9428|ACI|14/11/2007| ||
FAM1813|F0163|MFA01505|14/11/2007|MMEDP250|PACK|14/11/2007|4.0|4.0|NONE|9429|AING|14/11/2007| ||
FAM1814|F0165|MFA01505|14/11/2007|MMEDP250|PACK|14/11/2007|2.0|2.0|NONE|9427|AING|14/11/2007| ||
FAM1815|F0165A|MFA01505|14/11/2007|MMEDP250|PACK|14/11/2007|24.0|24.0|NONE|9431|AING|14/11/2007| ||
FAM1816|K039|MFA01505|14/11/2007|MMEDP250|PACK|14/11/2007|3.0|3.0|NONE|9430|AING|14/11/2007| ||
FAM1817|F0165A|MFA01506|14/11/2007|MEKAA500|PACK|14/11/2007|6.0|6.0|NONE|9426|AING|14/11/2007| ||
FAM1818|F0170|MFA01507|15/11/2007|MMEVT100|PACK|15/11/2007|30.0|30.0|NONE|9425|TRI|14/11/2007| ||
FAM1819|F0163|MFA01508|15/11/2007|MMSNS250|PACK|15/11/2007|8.0|8.0|NONE|9424|TRI|14/11/2007| ||
FAM1820|F0064B|MFA01509|15/11/2007|MROREV01|LTR|15/11/2007|1.0|1.0|NONE|9423|TRI|14/11/2007| ||
FAM1821|F0121|MFA01510|15/11/2007|MROREV01|LTR|15/11/2007|2.0|2.0|NONE|9422|TRI|14/11/2007| ||
FAM1822|F0070|MFA01511|15/11/2007|MROREV01|LTR|15/11/2007|2.0|2.0|NONE|9421|TRI|14/11/2007| ||
FAM1823|F0009A|MFA01512|15/11/2007|MMDTR001|PACK|15/11/2007|2.0|2.0|NONE|9420|LENY|14/11/2007| ||
FAM1824|F0124A|MFA01513|16/11/2007|MINAG400|BTL|16/11/2007|1.0|1.0|NONE|9419|LENY|14/11/2007| ||
FAM1825|F0006A|MFA01514|16/11/2007|MMEDP250|PACK|16/11/2007|8.0|8.0|NONE|9418|TRI|15/11/2007| ||
FAM1825|F0006A|MFA01514|16/11/2007|MMEH1201|VIAL|16/11/2007|4.0|4.0|NONE|9417|TRI|15/11/2007| ||
FAM1825|F0006A|MFA01514|16/11/2007|MMEHGM97|VIAL|16/11/2007|4.0|4.0|NONE|9416|TRI|15/11/2007| ||
FAM1825|F0006A|MFA01514|16/11/2007|MMESM001|KG|16/11/2007|1.0|1.0|NONE|9415|TRI|15/11/2007| ||
FAM1826|F0008|MFA01515|16/11/2007|MMEDP250|PACK|16/11/2007|6.0|6.0|NONE|9414|TRI|15/11/2007| ||
FAM1826|F0008|MFA01515|16/11/2007|MMEH1201|VIAL|16/11/2007|4.0|4.0|NONE|9413|TRI|15/11/2007| ||
FAM1826|F0008|MFA01515|16/11/2007|MMEHGM97|VIAL|16/11/2007|4.0|4.0|NONE|9412|TRI|15/11/2007| ||
FAM1826|F0008|MFA01515|16/11/2007|MMESM001|KG|16/11/2007|1.0|1.0|NONE|9411|TRI|15/11/2007| ||
FAM1826|F0008|MFA01515|16/11/2007|MMEVT100|PACK|16/11/2007|3.0|3.0|NONE|9410|TRI|15/11/2007| ||
FAM1827|F0044|MFA01516|16/11/2007|MMEDP250|PACK|16/11/2007|2.0|2.0|NONE|9409|TRI|15/11/2007| ||
FAM1828|F0006B|MFA01517|16/11/2007|MMEDP250|PACK|16/11/2007|4.0|4.0|NONE|9408|TRI|15/11/2007| ||
FAM1829|F0006A|MFA01518|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9407|TRI|15/11/2007| ||
FAM1830|F0008|MFA01519|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9406|TRI|15/11/2007| ||
FAM1830|F0008|MFA01519|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9405|TRI|15/11/2007| ||
FAM1831|F0006B|MFA01520|16/11/2007|MINAG400|BTL|16/11/2007|1.0|1.0|NONE|9404|TRI|15/11/2007| ||
FAM1832|F0050|MFA01521|16/11/2007|MMEDP250|PACK|16/11/2007|8.0|8.0|NONE|9576|TRI|15/11/2007| ||
FAM1833|F0026|MFA01522|16/11/2007|MMEDX250|PACK|16/11/2007|60.0|60.0|NONE|9577|TRI|15/11/2007| ||
FAM1833|F0026|MFA01522|16/11/2007|MMEH1201|VIAL|16/11/2007|14.0|14.0|NONE|9575|TRI|15/11/2007| ||
FAM1833|F0026|MFA01522|16/11/2007|MMEHPC01|VIAL|16/11/2007|14.0|14.0|NONE|9403|TRI|15/11/2007| ||
FAM1833|F0026|MFA01522|16/11/2007|MMESM001|KG|16/11/2007|4.0|4.0|NONE|9402|TRI|15/11/2007| ||
FAM1834|F0093|MFA01523|16/11/2007|MMEDX250|PACK|16/11/2007|20.0|20.0|NONE|9401|TRI|15/11/2007| ||
FAM1834|F0093|MFA01523|16/11/2007|MMEH1201|VIAL|16/11/2007|1.0|1.0|NONE|9400|TRI|15/11/2007| ||
FAM1835|F0026A|MFA01524|16/11/2007|MMEDX250|PACK|16/11/2007|6.0|6.0|NONE|9399|TRI|15/11/2007| ||
FAM1836|F0019|MFA01525|16/11/2007|MMEDX250|PACK|16/11/2007|2.0|2.0|NONE|9398|TRI|15/11/2007| ||
FAM1837|F0024|MFA01526|16/11/2007|MMEDX250|PACK|16/11/2007|5.0|5.0|NONE|9397|TRI|15/11/2007| ||
FAM1838|F0039|MFA01527|16/11/2007|MMEHPC01|VIAL|16/11/2007|4.0|4.0|NONE|9396|TRI|15/11/2007| ||
FAM1838|F0039|MFA01527|16/11/2007|MMESM001|KG|16/11/2007|1.0|1.0|NONE|9395|TRI|15/11/2007| ||
FAM1839|F0093|MFA01528|16/11/2007|MMESP001|PACK|16/11/2007|40.0|40.0|NONE|9394|TRI|15/11/2007| ||
FAM1840|F0093A|MFA01529|16/11/2007|MMESP001|PACK|16/11/2007|20.0|20.0|NONE|9393|TRI|15/11/2007| ||
FAM1841|F0019|MFA01530|16/11/2007|MMESP001|PACK|16/11/2007|5.0|5.0|NONE|9390|TRI|15/11/2007| ||
FAM1842|F0026|MFA01531|16/11/2007|MMEVT100|PACK|16/11/2007|10.0|10.0|NONE|9389|TRI|15/11/2007| ||
FAM1843|F0050|MFA01532|16/11/2007|MMEVT100|PACK|16/11/2007|20.0|20.0|NONE|9392|TRI|15/11/2007| ||
FAM1844|F0093|MFA01533|16/11/2007|MINAG400|BTL|16/11/2007|1.0|1.0|NONE|9391|TRI|15/11/2007| ||
FAM1845|F0026|MFA01534|16/11/2007|MROGF001|KG|16/11/2007|3.0|3.0|NONE|9385|TRI|15/11/2007| ||
FAM1845|F0026|MFA01534|16/11/2007|MROIB001|VIAL|16/11/2007|13.0|13.0|NONE|9384|TRI|15/11/2007| ||
FAM1846|F0093|MFA01535|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9388|TRI|15/11/2007| ||
FAM1847|F0093A|MFA01536|16/11/2007|MROGF001|KG|16/11/2007|1.0|1.0|NONE|9387|TRI|15/11/2007| ||
FAM1848|F0026A|MFA01537|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9386|TRI|15/11/2007| ||
FAM1849|F0127|MFA01538|16/11/2007|MMEDP250|PACK|16/11/2007|8.0|8.0|NONE|9383|TRI|15/11/2007| ||
FAM1849|F0127|MFA01538|16/11/2007|MMEH1201|VIAL|16/11/2007|8.0|8.0|NONE|9382|TRI|15/11/2007| ||
FAM1850|F0003C|MFA01539|16/11/2007|MMEDP250|PACK|16/11/2007|20.0|20.0|NONE|9379|TRI|15/11/2007| ||
FAM1851|F0003|MFA01540|16/11/2007|MMEDP250|PACK|16/11/2007|16.0|16.0|NONE|9378|TRI|15/11/2007| ||
FAM1851|F0003|MFA01540|16/11/2007|MMEH1201|VIAL|16/11/2007|10.0|10.0|NONE|9377|TRI|15/11/2007| ||
FAM1851|F0003|MFA01540|16/11/2007|MMEHNB25|BTL|16/11/2007|4.0|4.0|NONE|9376|TRI|15/11/2007| ||
FAM1851|F0003|MFA01540|16/11/2007|MMESM001|KG|16/11/2007|4.0|4.0|NONE|9375|TRI|15/11/2007| ||
FAM1851|F0003|MFA01540|16/11/2007|MMESP250|PACK|16/11/2007|12.0|12.0|NONE|9372|TRI|15/11/2007| ||
FAM1852|F0113|MFA01541|16/11/2007|MMEDP250|PACK|16/11/2007|24.0|24.0|NONE|9371|TRI|15/11/2007| ||
FAM1852|F0113|MFA01541|16/11/2007|MMEH1201|VIAL|16/11/2007|16.0|16.0|NONE|9374|TRI|15/11/2007| ||
FAM1852|F0113|MFA01541|16/11/2007|MMEHNB25|BTL|16/11/2007|7.0|7.0|NONE|9373|TRI|15/11/2007| ||
FAM1852|F0113|MFA01541|16/11/2007|MMESM001|KG|16/11/2007|5.0|5.0|NONE|9370|TRI|15/11/2007| ||
FAM1853|F0189|MFA01542|16/11/2007|MMEDP250|PACK|16/11/2007|8.0|8.0|NONE|9369|TRI|15/11/2007| ||
FAM1853|F0189|MFA01542|16/11/2007|MMEH1201|VIAL|16/11/2007|5.0|5.0|NONE|9368|TRI|15/11/2007| ||
FAM1853|F0189|MFA01542|16/11/2007|MMESM001|KG|16/11/2007|2.0|2.0|NONE|9367|TRI|15/11/2007| ||
FAM1853|F0189|MFA01542|16/11/2007|MMESP250|PACK|16/11/2007|4.0|4.0|NONE|9366|TRI|15/11/2007| ||
FAM1854|F0188|MFA01543|16/11/2007|MMEDP250|PACK|16/11/2007|3.0|3.0|NONE|9365|TRI|15/11/2007| ||
FAM1854|F0188|MFA01543|16/11/2007|MMEH1201|VIAL|16/11/2007|4.0|4.0|NONE|9364|TRI|15/11/2007| ||
FAM1854|F0188|MFA01543|16/11/2007|MMESM001|KG|16/11/2007|2.0|2.0|NONE|9363|TRI|15/11/2007| ||
FAM1855|F0140|MFA01544|16/11/2007|MMEH1201|VIAL|16/11/2007|4.0|4.0|NONE|9362|TRI|15/11/2007| ||
FAM1855|F0140|MFA01544|16/11/2007|MMESM001|KG|16/11/2007|3.0|3.0|NONE|9361|TRI|15/11/2007| ||
FAM1855|F0140|MFA01544|16/11/2007|MMESP250|PACK|16/11/2007|6.0|6.0|NONE|9360|TRI|15/11/2007| ||
FAM1856|F0042|MFA01545|16/11/2007|MMEH1201|VIAL|16/11/2007|11.0|11.0|NONE|9359|TRI|15/11/2007| ||
FAM1856|F0042|MFA01545|16/11/2007|MMESM001|KG|16/11/2007|3.0|3.0|NONE|9358|TRI|15/11/2007| ||
FAM1857|F0140|MFA01546|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|8962|TRI|15/11/2007| ||
FAM1857|F0140|MFA01546|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|8964|TRI|15/11/2007| ||
FAM1857|F0140|MFA01546|16/11/2007|MROIB001|VIAL|16/11/2007|4.0|4.0|NONE|9356|TRI|15/11/2007| ||
FAM1858|F0127|MFA01547|16/11/2007|MROAV001|VIAL|16/11/2007|8.0|8.0|NONE|9357|TRI|15/11/2007| ||
FAM1858|F0127|MFA01547|16/11/2007|MROGF001|KG|16/11/2007|3.0|3.0|NONE|9355|TRI|15/11/2007| ||
FAM1858|F0127|MFA01547|16/11/2007|MROIB001|VIAL|16/11/2007|8.0|8.0|NONE|9354|TRI|15/11/2007| ||
FAM1859|F0189|MFA01548|16/11/2007|MROAV001|VIAL|16/11/2007|5.0|5.0|NONE|9353|TRI|15/11/2007| ||
FAM1859|F0189|MFA01548|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9352|TRI|15/11/2007| ||
FAM1859|F0189|MFA01548|16/11/2007|MROIB001|VIAL|16/11/2007|5.0|5.0|NONE|9351|TRI|15/11/2007| ||
FAM1860|F0188|MFA01549|16/11/2007|MROAV001|VIAL|16/11/2007|4.0|4.0|NONE|9350|TRI|15/11/2007| ||
FAM1860|F0188|MFA01549|16/11/2007|MROGF001|KG|16/11/2007|2.0|2.0|NONE|9349|TRI|15/11/2007| ||
FAM1860|F0188|MFA01549|16/11/2007|MROIB001|VIAL|16/11/2007|4.0|4.0|NONE|9345|TRI|15/11/2007| ||
FAM1861|F0003C|MFA01550|16/11/2007|MROGF001|KG|16/11/2007|4.0|4.0|NONE|9347|TRI|15/11/2007| ||
FAM1862|F0003|MFA01551|16/11/2007|MROGF001|KG|16/11/2007|6.0|6.0|NONE|9344|TRI|15/11/2007| ||
FAM1862|F0003|MFA01551|16/11/2007|MROIB001|VIAL|16/11/2007|10.0|10.0|NONE|9346|TRI|15/11/2007| ||
FAM1863|F0113|MFA01552|16/11/2007|MROGF001|KG|16/11/2007|15.0|15.0|NONE|9343|TRI|15/11/2007| ||
FAM1863|F0113|MFA01552|16/11/2007|MROIB001|VIAL|16/11/2007|16.0|16.0|NONE|9342|TRI|15/11/2007| ||
FAM1864|F0042|MFA01553|16/11/2007|MROIB001|VIAL|16/11/2007|10.0|10.0|NONE|9341|TRI|15/11/2007| ||
FAM1865|F0179|MFA01554|16/11/2007|MROIT001|LTR|16/11/2007|3.0|3.0|NONE|9340|TRI|15/11/2007| ||
FAM1866|F0003A|MFA01555|16/11/2007|MROIT001|LTR|16/11/2007|2.0|2.0|NONE|9339|TRI|15/11/2007| ||
FAM1867|F0041|MFA01556|16/11/2007|MROIT001|LTR|16/11/2007|2.0|2.0|NONE|9338|TRI|15/11/2007| ||
FAM1868|F0048|MFA01557|16/11/2007|MROIT001|LTR|16/11/2007|2.0|2.0|NONE|9337|TRI|15/11/2007| ||
FAM1869|F0003|MFA01559|16/11/2007|MMCKT001|KG|16/11/2007|1.0|1.0|NONE|9336|TRI|15/11/2007| ||
FAM1870|F0113|MFA01560|16/11/2007|MMCKT001|KG|16/11/2007|2.0|2.0|NONE|9335|TRI|15/11/2007| ||
FAM1871|F0189|MFA01561|16/11/2007|MMCKT001|KG|16/11/2007|1.0|1.0|NONE|9334|TRI|15/11/2007| ||
FAM1872|F0003|MFA01562|16/11/2007|MLGLU001|BTL|16/11/2007|4.0|4.0|NONE|9300|CHACHA|15/11/2007| ||
FAM1872|F0003|MFA01562|16/11/2007|MSIQN001|BTL|16/11/2007|2.0|2.0|NONE|9298|CHACHA|15/11/2007| ||
FAM1873|F0042|MFA01562|16/11/2007|MAUFM020|JRG|16/11/2007|1.0|1.0|NONE|9305|CHACHA|15/11/2007| ||
FAM1874|F0113|MFA01562|16/11/2007|MAUFM020|JRG|16/11/2007|1.0|1.0|NONE|9304|CHACHA|15/11/2007| ||
FAM1874|F0113|MFA01562|16/11/2007|MLGLU001|BTL|16/11/2007|6.0|6.0|NONE|9299|CHACHA|15/11/2007| ||
FAM1875|F0140|MFA01562|16/11/2007|MLGLU001|BTL|16/11/2007|1.0|1.0|NONE|9301|CHACHA|15/11/2007| ||
FAM1876|F0188|MFA01563|16/11/2007|MLGLU001|BTL|16/11/2007|1.0|1.0|NONE|9296|CHACHA|15/11/2007| ||
